S.No,Date.Time,Temperature,RH,VPD,Logger,Day,Chamber,Exp
60,4/11/17 19:19,31.5,34.5,3.040743591,1,1,1,1
61,4/11/17 19:24,31.5,34.5,3.040743591,1,1,1,1
62,4/11/17 19:29,31.5,34.5,3.040743591,1,1,1,1
63,4/11/17 19:34,31.5,35,3.017531808,1,1,1,1
64,4/11/17 19:39,31.5,34.5,3.040743591,1,1,1,1
65,4/11/17 19:44,31.5,34.5,3.040743591,1,1,1,1
66,4/11/17 19:49,31.5,35,3.017531808,1,1,1,1
67,4/11/17 19:54,31.5,35,3.017531808,1,1,1,1
68,4/11/17 19:59,31.5,34.5,3.040743591,1,1,1,1
69,4/11/17 20:04,31.5,34.5,3.040743591,1,1,1,1
70,4/11/17 20:09,31.5,35.5,2.994320025,1,1,1,1
71,4/11/17 20:14,31.5,35,3.017531808,1,1,1,1
72,4/11/17 20:19,31,34.5,2.95543433,1,1,1,1
73,4/11/17 20:24,31,35.5,2.910313195,1,1,1,1
74,4/11/17 20:29,31,36,2.887752628,1,1,1,1
75,4/11/17 20:34,31,36,2.887752628,1,1,1,1
76,4/11/17 20:39,31,35.5,2.910313195,1,1,1,1
77,4/11/17 20:44,31,35.5,2.910313195,1,1,1,1
78,4/11/17 20:49,31,36,2.887752628,1,1,1,1
79,4/11/17 20:54,31,36,2.887752628,1,1,1,1
80,4/11/17 20:59,31.5,35.5,2.994320025,1,1,1,1
81,4/11/17 21:04,29.5,37.5,2.58767909,1,1,1,1
82,4/11/17 21:09,26,42,1.957388817,1,1,1,1
83,4/11/17 21:14,24,44,1.677459022,1,1,1,1
84,4/11/17 21:19,23,45,1.551099673,1,1,1,1
85,4/11/17 21:24,22,48,1.380048413,1,1,1,1
86,4/11/17 21:29,21.5,50,1.287041546,1,1,1,1
87,4/11/17 21:34,21,51,1.223205927,1,1,1,1
88,4/11/17 21:39,21,50,1.248169314,1,1,1,1
89,4/11/17 21:44,21,51,1.223205927,1,1,1,1
90,4/11/17 21:49,20.5,52,1.161915994,1,1,1,1
91,4/11/17 21:54,20.5,53,1.137709411,1,1,1,1
92,4/11/17 21:59,20.5,53.5,1.125606119,1,1,1,1
93,4/11/17 22:04,20.5,52,1.161915994,1,1,1,1
94,4/11/17 22:09,20.5,52,1.161915994,1,1,1,1
95,4/11/17 22:14,20.5,53,1.137709411,1,1,1,1
96,4/11/17 22:19,20.5,54,1.113502828,1,1,1,1
97,4/11/17 22:24,20.5,54.5,1.101399536,1,1,1,1
98,4/11/17 22:29,20.5,53,1.137709411,1,1,1,1
99,4/11/17 22:34,20.5,53.5,1.125606119,1,1,1,1
100,4/11/17 22:39,20.5,53.5,1.125606119,1,1,1,1
101,4/11/17 22:44,20.5,54.5,1.101399536,1,1,1,1
102,4/11/17 22:49,20.5,54.5,1.101399536,1,1,1,1
103,4/11/17 22:54,20.5,53.5,1.125606119,1,1,1,1
104,4/11/17 22:59,20.5,54,1.113502828,1,1,1,1
105,4/11/17 23:04,20.5,54,1.113502828,1,1,1,1
106,4/11/17 23:09,20.5,55,1.089296245,1,1,1,1
107,4/11/17 23:14,20.5,53,1.137709411,1,1,1,1
108,4/11/17 23:19,20.5,54,1.113502828,1,1,1,1
109,4/11/17 23:24,20.5,54.5,1.101399536,1,1,1,1
110,4/11/17 23:29,20,55,1.056147974,1,1,1,1
111,4/11/17 23:34,20,53.5,1.091352906,1,1,1,1
112,4/11/17 23:39,20,54,1.079617929,1,1,1,1
113,4/11/17 23:44,20,54,1.079617929,1,1,1,1
114,4/11/17 23:49,20,55,1.056147974,1,1,1,1
115,4/11/17 23:54,20,53.5,1.091352906,1,1,1,1
116,4/11/17 23:59,20,53.5,1.091352906,1,1,1,1
117,4/12/17 00:04,20,54.5,1.067882951,1,1,1,1
118,4/12/17 00:09,20,55.5,1.044412996,1,1,1,1
119,4/12/17 00:14,20,53.5,1.091352906,1,1,1,1
120,4/12/17 00:19,20,54,1.079617929,1,1,1,1
121,4/12/17 00:24,20,55,1.056147974,1,1,1,1
122,4/12/17 00:29,20,53.5,1.091352906,1,1,1,1
123,4/12/17 00:34,20,54.5,1.067882951,1,1,1,1
124,4/12/17 00:39,20,56,1.032678019,1,1,1,1
125,4/12/17 00:44,20,54,1.079617929,1,1,1,1
126,4/12/17 00:49,20,53.5,1.091352906,1,1,1,1
127,4/12/17 00:54,20,55,1.056147974,1,1,1,1
128,4/12/17 00:59,20,55.5,1.044412996,1,1,1,1
129,4/12/17 01:04,20,54.5,1.067882951,1,1,1,1
130,4/12/17 01:09,20,55,1.056147974,1,1,1,1
131,4/12/17 01:14,20,55.5,1.044412996,1,1,1,1
132,4/12/17 01:19,20,53.5,1.091352906,1,1,1,1
133,4/12/17 01:24,20,55,1.056147974,1,1,1,1
134,4/12/17 01:29,20,55.5,1.044412996,1,1,1,1
135,4/12/17 01:34,20,55,1.056147974,1,1,1,1
136,4/12/17 01:39,20,55.5,1.044412996,1,1,1,1
137,4/12/17 01:44,20,54,1.079617929,1,1,1,1
138,4/12/17 01:49,20,54.5,1.067882951,1,1,1,1
139,4/12/17 01:54,20,55.5,1.044412996,1,1,1,1
140,4/12/17 01:59,20,54,1.079617929,1,1,1,1
141,4/12/17 02:04,20,55,1.056147974,1,1,1,1
142,4/12/17 02:09,20,55.5,1.044412996,1,1,1,1
143,4/12/17 02:14,20,54,1.079617929,1,1,1,1
144,4/12/17 02:19,20,55,1.056147974,1,1,1,1
145,4/12/17 02:24,20,56,1.032678019,1,1,1,1
146,4/12/17 02:29,20,54.5,1.067882951,1,1,1,1
147,4/12/17 02:34,20,56,1.032678019,1,1,1,1
148,4/12/17 02:39,20,54,1.079617929,1,1,1,1
149,4/12/17 02:44,20,54.5,1.067882951,1,1,1,1
150,4/12/17 02:49,20,56,1.032678019,1,1,1,1
151,4/12/17 02:54,20,54.5,1.067882951,1,1,1,1
152,4/12/17 02:59,20,55.5,1.044412996,1,1,1,1
153,4/12/17 03:04,20,55,1.056147974,1,1,1,1
154,4/12/17 03:09,20,54.5,1.067882951,1,1,1,1
155,4/12/17 03:14,20,55.5,1.044412996,1,1,1,1
156,4/12/17 03:19,20,54,1.079617929,1,1,1,1
157,4/12/17 03:24,20,55,1.056147974,1,1,1,1
158,4/12/17 03:29,20,56,1.032678019,1,1,1,1
159,4/12/17 03:34,20,55,1.056147974,1,1,1,1
160,4/12/17 03:39,20,54.5,1.067882951,1,1,1,1
161,4/12/17 03:44,20,55.5,1.044412996,1,1,1,1
162,4/12/17 03:49,20,54,1.079617929,1,1,1,1
163,4/12/17 03:54,20,55,1.056147974,1,1,1,1
164,4/12/17 03:59,20,56.5,1.020943041,1,1,1,1
165,4/12/17 04:04,20,54.5,1.067882951,1,1,1,1
166,4/12/17 04:09,20,55.5,1.044412996,1,1,1,1
167,4/12/17 04:14,20,56,1.032678019,1,1,1,1
168,4/12/17 04:19,20,54.5,1.067882951,1,1,1,1
169,4/12/17 04:24,20,55.5,1.044412996,1,1,1,1
170,4/12/17 04:29,20,54,1.079617929,1,1,1,1
171,4/12/17 04:34,20,55.5,1.044412996,1,1,1,1
172,4/12/17 04:39,20,56,1.032678019,1,1,1,1
173,4/12/17 04:44,20,55,1.056147974,1,1,1,1
174,4/12/17 04:49,20,55.5,1.044412996,1,1,1,1
175,4/12/17 04:54,20,54,1.079617929,1,1,1,1
176,4/12/17 04:59,20,55,1.056147974,1,1,1,1
177,4/12/17 05:04,20,56.5,1.020943041,1,1,1,1
178,4/12/17 05:09,20,54.5,1.067882951,1,1,1,1
179,4/12/17 05:14,20,55.5,1.044412996,1,1,1,1
180,4/12/17 05:19,20,54,1.079617929,1,1,1,1
181,4/12/17 05:24,20,55.5,1.044412996,1,1,1,1
182,4/12/17 05:29,20,55.5,1.044412996,1,1,1,1
183,4/12/17 05:34,20,55,1.056147974,1,1,1,1
184,4/12/17 05:39,20,56,1.032678019,1,1,1,1
185,4/12/17 05:44,20,54.5,1.067882951,1,1,1,1
186,4/12/17 05:49,20,56,1.032678019,1,1,1,1
187,4/12/17 05:54,20,54.5,1.067882951,1,1,1,1
188,4/12/17 05:59,20,56,1.032678019,1,1,1,1
189,4/12/17 06:04,20,54.5,1.067882951,1,1,1,1
190,4/12/17 06:09,20,56,1.032678019,1,1,1,1
191,4/12/17 06:14,20,54.5,1.067882951,1,1,1,1
192,4/12/17 06:19,20,56,1.032678019,1,1,1,1
193,4/12/17 06:24,20,54.5,1.067882951,1,1,1,1
194,4/12/17 06:29,20,56.5,1.020943041,1,1,1,1
195,4/12/17 06:34,20,55,1.056147974,1,1,1,1
196,4/12/17 06:39,20,56,1.032678019,1,1,1,1
197,4/12/17 06:44,20,54.5,1.067882951,1,1,1,1
198,4/12/17 06:49,20,56,1.032678019,1,1,1,1
199,4/12/17 06:54,20,55,1.056147974,1,1,1,1
200,4/12/17 06:59,20,56.5,1.020943041,1,1,1,1
201,4/12/17 07:04,20,55,1.056147974,1,1,1,1
202,4/12/17 07:09,20,56,1.032678019,1,1,1,1
203,4/12/17 07:14,20,55,1.056147974,1,1,1,1
204,4/12/17 07:19,21.5,58.5,1.068244483,1,1,1,1
205,4/12/17 07:24,25,52.5,1.51059298,1,1,1,1
206,4/12/17 07:29,27,46,1.933061193,1,1,1,1
207,4/12/17 07:34,28,43.5,2.144433818,1,1,1,1
208,4/12/17 07:39,29,41,2.373232613,1,1,1,1
209,4/12/17 07:44,29.5,51.5,2.008038974,1,1,1,1
210,4/12/17 07:49,29,64,1.448074136,1,1,1,1
211,4/12/17 07:54,29.5,64.5,1.469801723,1,1,1,1
212,4/12/17 07:59,29.5,64.5,1.469801723,1,1,1,1
213,4/12/17 08:04,29.5,64.5,1.469801723,1,1,1,1
214,4/12/17 08:09,29.5,65,1.44910029,1,1,1,1
215,4/12/17 08:14,29.5,64.5,1.469801723,1,1,1,1
216,4/12/17 08:19,29.5,65,1.44910029,1,1,1,1
217,4/12/17 08:24,29.5,65,1.44910029,1,1,1,1
218,4/12/17 08:29,30,64.5,1.512706139,1,1,1,1
219,4/12/17 08:34,30,65,1.491400418,1,1,1,1
220,4/12/17 08:39,30,65,1.491400418,1,1,1,1
221,4/12/17 08:44,30,65.5,1.470094698,1,1,1,1
222,4/12/17 08:49,30,65,1.491400418,1,1,1,1
223,4/12/17 08:54,30,65.5,1.470094698,1,1,1,1
224,4/12/17 08:59,30,65.5,1.470094698,1,1,1,1
225,4/12/17 09:04,30,65.5,1.470094698,1,1,1,1
226,4/12/17 09:09,30,64.5,1.512706139,1,1,1,1
227,4/12/17 09:14,30,64.5,1.512706139,1,1,1,1
228,4/12/17 09:19,30,64,1.534011859,1,1,1,1
229,4/12/17 09:24,30,64,1.534011859,1,1,1,1
230,4/12/17 09:29,30,64,1.534011859,1,1,1,1
231,4/12/17 09:34,30.5,64,1.578623283,1,1,1,1
232,4/12/17 09:39,30.5,64,1.578623283,1,1,1,1
233,4/12/17 09:44,30.5,63.5,1.600548606,1,1,1,1
234,4/12/17 09:49,30.5,64,1.578623283,1,1,1,1
235,4/12/17 09:54,30.5,64,1.578623283,1,1,1,1
236,4/12/17 09:59,30.5,64,1.578623283,1,1,1,1
237,4/12/17 10:04,30.5,63.5,1.600548606,1,1,1,1
238,4/12/17 10:09,30.5,64.5,1.55669796,1,1,1,1
239,4/12/17 10:14,30.5,51,2.148681691,1,1,1,1
240,4/12/17 10:19,30,44,2.386240669,1,1,1,1
241,4/12/17 10:24,29,52.5,1.910653374,1,1,1,1
242,4/12/17 10:29,29,56.5,1.749756248,1,1,1,1
243,4/12/17 10:34,29.5,55.5,1.842427512,1,1,1,1
244,4/12/17 10:39,29.5,54.5,1.883830377,1,1,1,1
245,4/12/17 10:44,30,57.5,1.810986222,1,1,1,1
246,4/12/17 10:49,30,56,1.874903383,1,1,1,1
247,4/12/17 10:54,30.5,55.5,1.951353781,1,1,1,1
248,4/12/17 10:59,30.5,55,1.973279104,1,1,1,1
249,4/12/17 11:04,30.5,54,2.017129751,1,1,1,1
250,4/12/17 11:09,30.5,54,2.017129751,1,1,1,1
251,4/12/17 11:14,30.5,54,2.017129751,1,1,1,1
252,4/12/17 11:19,30.5,54,2.017129751,1,1,1,1
253,4/12/17 11:24,30.5,53.5,2.039055074,1,1,1,1
254,4/12/17 11:29,30.5,53.5,2.039055074,1,1,1,1
255,4/12/17 11:34,30.5,53,2.060980397,1,1,1,1
256,4/12/17 11:39,30.5,53,2.060980397,1,1,1,1
257,4/12/17 11:44,30.5,53.5,2.039055074,1,1,1,1
258,4/12/17 11:49,30.5,54,2.017129751,1,1,1,1
259,4/12/17 11:54,30.5,53,2.060980397,1,1,1,1
260,4/12/17 11:59,30.5,53,2.060980397,1,1,1,1
261,4/12/17 12:04,30.5,53.5,2.039055074,1,1,1,1
262,4/12/17 12:09,30.5,53,2.060980397,1,1,1,1
263,4/12/17 12:14,30.5,53,2.060980397,1,1,1,1
264,4/12/17 12:19,30.5,53,2.060980397,1,1,1,1
265,4/12/17 12:24,30.5,53,2.060980397,1,1,1,1
266,4/12/17 12:29,30.5,53,2.060980397,1,1,1,1
267,4/12/17 12:34,30.5,52.5,2.082905721,1,1,1,1
268,4/12/17 12:39,30.5,52.5,2.082905721,1,1,1,1
269,4/12/17 12:44,30.5,51.5,2.126756368,1,1,1,1
270,4/12/17 12:49,30.5,51,2.148681691,1,1,1,1
271,4/12/17 12:54,30.5,51.5,2.126756368,1,1,1,1
272,4/12/17 12:59,30.5,51.5,2.126756368,1,1,1,1
273,4/12/17 13:04,30.5,51.5,2.126756368,1,1,1,1
274,4/12/17 13:09,30.5,51.5,2.126756368,1,1,1,1
275,4/12/17 13:14,30.5,51,2.148681691,1,1,1,1
276,4/12/17 13:19,30.5,51,2.148681691,1,1,1,1
277,4/12/17 13:24,30.5,51,2.148681691,1,1,1,1
278,4/12/17 13:29,30.5,50.5,2.170607014,1,1,1,1
279,4/12/17 13:34,30.5,50.5,2.170607014,1,1,1,1
280,4/12/17 13:39,30.5,51,2.148681691,1,1,1,1
281,4/12/17 13:44,30.5,50.5,2.170607014,1,1,1,1
282,4/12/17 13:49,30.5,50.5,2.170607014,1,1,1,1
283,4/12/17 13:54,30.5,50.5,2.170607014,1,1,1,1
284,4/12/17 13:59,30.5,50.5,2.170607014,1,1,1,1
285,4/12/17 14:04,30.5,49.5,2.214457661,1,1,1,1
286,4/12/17 14:09,30.5,49.5,2.214457661,1,1,1,1
287,4/12/17 14:14,30.5,50,2.192532338,1,1,1,1
288,4/12/17 14:19,30.5,49.5,2.214457661,1,1,1,1
289,4/12/17 14:24,30.5,49,2.236382984,1,1,1,1
290,4/12/17 14:29,30,41.5,2.492769271,1,1,1,1
291,4/12/17 14:34,30,50,2.130572026,1,1,1,1
292,4/12/17 14:39,30,47,2.258406348,1,1,1,1
293,4/12/17 14:44,30,45.5,2.322323509,1,1,1,1
294,4/12/17 14:49,30,44,2.386240669,1,1,1,1
295,4/12/17 14:54,30,42.5,2.45015783,1,1,1,1
296,4/12/17 14:59,30,41,2.514074991,1,1,1,1
297,4/12/17 15:04,30,40.5,2.535380711,1,1,1,1
298,4/12/17 15:09,30,40,2.556686432,1,1,1,1
299,4/12/17 15:14,30,39.5,2.577992152,1,1,1,1
300,4/12/17 15:19,30,38.5,2.620603592,1,1,1,1
301,4/12/17 15:24,30,38,2.641909313,1,1,1,1
302,4/12/17 15:29,30,41.5,2.492769271,1,1,1,1
303,4/12/17 15:34,29,43.5,2.272671909,1,1,1,1
304,4/12/17 15:39,29,45.5,2.192223345,1,1,1,1
305,4/12/17 15:44,28.5,47,2.07097816,1,1,1,1
306,4/12/17 15:49,28.5,47.5,2.05144063,1,1,1,1
307,4/12/17 15:54,28.5,47.5,2.05144063,1,1,1,1
308,4/12/17 15:59,28.5,48,2.031903101,1,1,1,1
309,4/12/17 16:04,28.5,48,2.031903101,1,1,1,1
310,4/12/17 16:09,28.5,48,2.031903101,1,1,1,1
311,4/12/17 16:14,28.5,49,1.992828041,1,1,1,1
312,4/12/17 16:19,28.5,49,1.992828041,1,1,1,1
313,4/12/17 16:24,28.5,49,1.992828041,1,1,1,1
314,4/12/17 16:29,28.5,48.5,2.012365571,1,1,1,1
315,4/12/17 16:34,28.5,48,2.031903101,1,1,1,1
316,4/12/17 16:39,28.5,48,2.031903101,1,1,1,1
317,4/12/17 16:44,28.5,49,1.992828041,1,1,1,1
318,4/12/17 16:49,28.5,49,1.992828041,1,1,1,1
319,4/12/17 16:54,28.5,49,1.992828041,1,1,1,1
320,4/12/17 16:59,28.5,48.5,2.012365571,1,1,1,1
321,4/12/17 17:04,28.5,48,2.031903101,1,1,1,1
322,4/12/17 17:09,28.5,48.5,2.012365571,1,1,1,1
323,4/12/17 17:14,28.5,48.5,2.012365571,1,1,1,1
324,4/12/17 17:19,28,41.5,2.220342979,1,1,1,1
325,4/12/17 17:24,27,36,2.291035488,1,1,1,1
326,4/12/17 17:29,25,37.5,1.987622343,1,1,1,1
327,4/12/17 17:34,23.5,40.5,1.729466582,1,1,1,1
328,4/12/17 17:39,22.5,41.5,1.600533987,1,1,1,1
329,4/12/17 17:44,22,43,1.512745376,1,1,1,1
330,4/12/17 17:49,21.5,44,1.441486532,1,1,1,1
331,4/12/17 17:54,21.5,44.5,1.428616116,1,1,1,1
332,4/12/17 17:59,21,45.5,1.360504552,1,1,1,1
333,4/12/17 18:04,21,46,1.348022859,1,1,1,1
334,4/12/17 18:09,21,46,1.348022859,1,1,1,1
335,4/12/17 18:14,20.5,46.5,1.295052202,1,1,1,1
336,4/12/17 18:19,20.5,46.5,1.295052202,1,1,1,1
337,4/12/17 18:24,20.5,46.5,1.295052202,1,1,1,1
338,4/12/17 18:29,20.5,46.5,1.295052202,1,1,1,1
339,4/12/17 18:34,20.5,46.5,1.295052202,1,1,1,1
340,4/12/17 18:39,20.5,46.5,1.295052202,1,1,1,1
341,4/12/17 18:44,20.5,46.5,1.295052202,1,1,1,1
342,4/12/17 18:49,20.5,46.5,1.295052202,1,1,1,1
343,4/12/17 18:54,20.5,46.5,1.295052202,1,1,1,1
344,4/12/17 18:59,20.5,46.5,1.295052202,1,1,1,1
345,4/12/17 19:04,20.5,46.5,1.295052202,1,1,1,1
346,4/12/17 19:09,20.5,46.5,1.295052202,1,1,1,1
347,4/12/17 19:14,20.5,46.5,1.295052202,1,1,1,1
348,4/12/17 19:19,20.5,46,1.307155493,1,1,1,1
349,4/12/17 19:24,20.5,46,1.307155493,1,1,1,1
350,4/12/17 19:29,20.5,46,1.307155493,1,1,1,1
351,4/12/17 19:34,20.5,46.5,1.295052202,1,1,1,1
352,4/12/17 19:39,20.5,46,1.307155493,1,1,1,1
353,4/12/17 19:44,20.5,46,1.307155493,1,1,1,1
354,4/12/17 19:49,20.5,46,1.307155493,1,1,1,1
355,4/12/17 19:54,20.5,46.5,1.295052202,1,1,1,1
356,4/12/17 19:59,20.5,46.5,1.295052202,1,1,1,1
357,4/12/17 20:04,20.5,46.5,1.295052202,1,2,1,1
358,4/12/17 20:09,20.5,46.5,1.295052202,1,2,1,1
359,4/12/17 20:14,20.5,49,1.234535744,1,2,1,1
360,4/12/17 20:19,21.5,54.5,1.171207807,1,2,1,1
361,4/12/17 20:24,23,63.5,1.029366147,1,2,1,1
362,4/12/17 20:29,26,54.5,1.535537779,1,2,1,1
363,4/12/17 20:34,28,51,1.859774461,1,2,1,1
364,4/12/17 20:39,29,48.5,2.071550501,1,2,1,1
365,4/12/17 20:44,29.5,47,2.194351868,1,2,1,1
366,4/12/17 20:49,30,46,2.301017788,1,2,1,1
367,4/12/17 20:54,30.5,46,2.367934925,1,2,1,1
368,4/12/17 20:59,30.5,45.5,2.389860248,1,2,1,1
369,4/12/17 21:04,28.5,45,2.149128279,1,2,1,1
370,4/12/17 21:09,25.5,52,1.572595104,1,2,1,1
371,4/12/17 21:14,24,55.5,1.33298083,1,2,1,1
372,4/12/17 21:19,22.5,59,1.121741769,1,2,1,1
373,4/12/17 21:24,22,61,1.03503631,1,2,1,1
374,4/12/17 21:29,21.5,62.5,0.96528116,1,2,1,1
375,4/12/17 21:34,21,64,0.898681906,1,2,1,1
376,4/12/17 21:39,21,65,0.873718519,1,2,1,1
377,4/12/17 21:44,20.5,66,0.823023829,1,2,1,1
378,4/12/17 21:49,20.5,66.5,0.810920538,1,2,1,1
379,4/12/17 21:54,20.5,67,0.798817246,1,2,1,1
380,4/12/17 21:59,20.5,67,0.798817246,1,2,1,1
381,4/12/17 22:04,20.5,67.5,0.786713954,1,2,1,1
382,4/12/17 22:09,20.5,67.5,0.786713954,1,2,1,1
383,4/12/17 22:14,20.5,68,0.774610663,1,2,1,1
384,4/12/17 22:19,20.5,68,0.774610663,1,2,1,1
385,4/12/17 22:24,20.5,68,0.774610663,1,2,1,1
386,4/12/17 22:29,20.5,68.5,0.762507371,1,2,1,1
387,4/12/17 22:34,20.5,68.5,0.762507371,1,2,1,1
388,4/12/17 22:39,20.5,68.5,0.762507371,1,2,1,1
389,4/12/17 22:44,20.5,68.5,0.762507371,1,2,1,1
390,4/12/17 22:49,20.5,69,0.75040408,1,2,1,1
391,4/12/17 22:54,20.5,69,0.75040408,1,2,1,1
392,4/12/17 22:59,20.5,68.5,0.762507371,1,2,1,1
393,4/12/17 23:04,20.5,69,0.75040408,1,2,1,1
394,4/12/17 23:09,20,69,0.727568604,1,2,1,1
395,4/12/17 23:14,20.5,69,0.75040408,1,2,1,1
396,4/12/17 23:19,20,69,0.727568604,1,2,1,1
397,4/12/17 23:24,20,69.5,0.715833627,1,2,1,1
398,4/12/17 23:29,20,69,0.727568604,1,2,1,1
399,4/12/17 23:34,20,69,0.727568604,1,2,1,1
400,4/12/17 23:39,20,69,0.727568604,1,2,1,1
401,4/12/17 23:44,20,69,0.727568604,1,2,1,1
402,4/12/17 23:49,20,69.5,0.715833627,1,2,1,1
403,4/12/17 23:54,20,69,0.727568604,1,2,1,1
404,4/12/17 23:59,20,69.5,0.715833627,1,2,1,1
405,4/13/17 00:04,20,69.5,0.715833627,1,2,1,1
406,4/13/17 00:09,20,69.5,0.715833627,1,2,1,1
407,4/13/17 00:14,20,69.5,0.715833627,1,2,1,1
408,4/13/17 00:19,20,70,0.704098649,1,2,1,1
409,4/13/17 00:24,20,69.5,0.715833627,1,2,1,1
410,4/13/17 00:29,20,69.5,0.715833627,1,2,1,1
411,4/13/17 00:34,20,69.5,0.715833627,1,2,1,1
412,4/13/17 00:39,20,69,0.727568604,1,2,1,1
413,4/13/17 00:44,20,69.5,0.715833627,1,2,1,1
414,4/13/17 00:49,20,70,0.704098649,1,2,1,1
415,4/13/17 00:54,20,69.5,0.715833627,1,2,1,1
416,4/13/17 00:59,20,69.5,0.715833627,1,2,1,1
417,4/13/17 01:04,20,69.5,0.715833627,1,2,1,1
418,4/13/17 01:09,20,69.5,0.715833627,1,2,1,1
419,4/13/17 01:14,20,69.5,0.715833627,1,2,1,1
420,4/13/17 01:19,20,70,0.704098649,1,2,1,1
421,4/13/17 01:24,20,69.5,0.715833627,1,2,1,1
422,4/13/17 01:29,20,69.5,0.715833627,1,2,1,1
423,4/13/17 01:34,20,69.5,0.715833627,1,2,1,1
424,4/13/17 01:39,20,69.5,0.715833627,1,2,1,1
425,4/13/17 01:44,20,69.5,0.715833627,1,2,1,1
426,4/13/17 01:49,20,69.5,0.715833627,1,2,1,1
427,4/13/17 01:54,20,69.5,0.715833627,1,2,1,1
428,4/13/17 01:59,20,69.5,0.715833627,1,2,1,1
429,4/13/17 02:04,20,69.5,0.715833627,1,2,1,1
430,4/13/17 02:09,20,69.5,0.715833627,1,2,1,1
431,4/13/17 02:14,20,69,0.727568604,1,2,1,1
432,4/13/17 02:19,20,69,0.727568604,1,2,1,1
433,4/13/17 02:24,20,69,0.727568604,1,2,1,1
434,4/13/17 02:29,20,69.5,0.715833627,1,2,1,1
435,4/13/17 02:34,20,69,0.727568604,1,2,1,1
